first_name,last_name,gender,date_of_birth,time_entered,time_modified
James,Knight,M,9/29/2002,7/22/2014,2/6/2014
Chris,Hunt,M,1/18/2008,7/22/2014,6/4/2014
Earl,Simpson,M,12/7/2002,7/22/2014,5/2/2014
Bruce,Perry,M,8/27/1998,7/22/2014,2/27/2014
John,Warren,M,12/15/1996,7/22/2014,5/18/2014
James,Henry,M,1/7/2000,7/22/2014,11/8/2013
Douglas,Perez,M,2/19/2003,7/22/2014,6/16/2014
Jesse,Rice,M,7/10/2001,7/22/2014,2/12/2014
Shawn,Wallace,M,1/27/2004,7/22/2014,10/21/2013
Mark,Shaw,M,11/19/1996,7/22/2014,1/12/2014
Steven,Peters,M,2/14/1999,7/22/2014,6/19/2014
Stephen,Lawrence,M,7/9/2007,7/22/2014,5/12/2014
Steve,Young,M,11/5/1999,7/22/2014,5/31/2014
Gary,Mcdonald,M,8/19/2002,7/22/2014,1/11/2014
Roy,Brooks,M,12/9/2007,7/22/2014,4/23/2014
Walter,Kelly,M,12/27/2002,7/22/2014,8/29/2013
Gary,Burns,M,3/13/2009,7/22/2014,1/27/2014
Jeremy,Little,M,1/17/1998,7/22/2014,7/21/2014
Robert,Jordan,M,7/7/1996,7/22/2014,4/24/2014
Nicholas,Gibson,M,12/3/2002,7/22/2014,5/21/2014
Larry,Gordon,M,11/19/2008,7/22/2014,12/8/2013
Keith,Lee,M,8/8/1998,7/22/2014,2/26/2014
Paul,Gilbert,M,5/12/2001,7/22/2014,6/24/2014
Terry,Carroll,M,7/6/2008,7/22/2014,1/17/2014
Frank,Bailey,M,4/7/2007,7/22/2014,5/25/2014
Larry,Peterson,M,2/26/2000,7/22/2014,4/13/2014
Roy,Dunn,M,4/8/1998,7/22/2014,5/29/2014
Fred,Gray,M,7/7/2008,7/22/2014,1/8/2014
Roger,Bryant,M,7/21/2004,7/22/2014,6/3/2014
Joshua,Burns,M,5/27/1999,7/22/2014,10/28/2013
Chris,Mcdonald,M,7/7/1999,7/22/2014,2/8/2014
Peter,Reyes,M,11/28/2008,7/22/2014,9/3/2013
Nicholas,Hamilton,M,6/17/1998,7/22/2014,4/8/2014
Steven,Howard,M,11/2/2008,7/22/2014,5/15/2014
Michael,Dixon,M,11/30/2005,7/22/2014,6/18/2014
Ronald,Reynolds,M,7/5/2003,7/22/2014,6/27/2014
Henry,Gonzalez,M,5/27/1996,7/22/2014,4/15/2014
Russell,Carroll,M,9/17/2004,7/22/2014,9/21/2013
Johnny,Carr,M,12/21/1998,7/22/2014,10/28/2013
Stephen,Burns,M,11/5/1998,7/22/2014,1/31/2014
Shawn,Hanson,M,11/5/1999,7/22/2014,5/18/2014
Dennis,Pierce,M,8/14/2001,7/22/2014,7/11/2014
Gary,Foster,M,3/20/2005,7/22/2014,4/21/2014
Ronald,Griffin,M,2/9/1998,7/22/2014,5/2/2014
Timothy,Simmons,M,11/26/2003,7/22/2014,3/11/2014
Thomas,Walker,M,6/14/2003,7/22/2014,2/26/2014
Frank,Rose,M,2/11/2000,7/22/2014,11/15/2013
Sean,Mason,M,10/27/2005,7/22/2014,5/4/2014
Gerald,Lane,M,9/28/2005,7/22/2014,9/11/2013
Phillip,Bennett,M,5/8/2002,7/22/2014,8/5/2013
Stephen,Chapman,M,2/10/2008,7/22/2014,7/2/2014
Richard,Bradley,M,9/25/1997,7/22/2014,7/28/2013
Robert,Riley,M,4/13/1998,7/22/2014,7/21/2014
Arthur,Dean,M,6/22/2002,7/22/2014,8/4/2013
Frank,Warren,M,1/21/2002,7/22/2014,7/9/2014
Joe,Flores,M,1/22/2007,7/22/2014,6/8/2014
Craig,Gonzalez,M,2/8/2004,7/22/2014,4/28/2014
William,Johnson,M,10/11/2008,7/22/2014,6/27/2014
Jonathan,Olson,M,4/6/2005,7/22/2014,12/30/2013
Gregory,Jenkins,M,4/7/2007,7/22/2014,1/15/2014
Lawrence,Flores,M,9/29/1998,7/22/2014,3/3/2014
Philip,Bailey,M,10/5/2006,7/22/2014,12/6/2013
Ernest,Fernandez,M,5/1/2000,7/22/2014,1/2/2014
Eric,Phillips,M,3/12/1997,7/22/2014,11/10/2013
Todd,Nelson,M,7/14/2006,7/22/2014,8/19/2013
Phillip,Garza,M,4/20/1998,7/22/2014,11/28/2013
Dennis,Taylor,M,8/9/2002,7/22/2014,5/14/2014
Clarence,Torres,M,8/3/2007,7/22/2014,5/7/2014
Louis,Fields,M,2/8/2005,7/22/2014,5/31/2014
Jeremy,Freeman,M,6/8/2000,7/22/2014,5/18/2014
Jesse,Wallace,M,8/23/1997,7/22/2014,4/15/2014
Ralph,Harvey,M,7/4/2005,7/22/2014,1/11/2014
Kenneth,King,M,3/22/2005,7/22/2014,12/7/2013
Ernest,Stewart,M,5/19/1999,7/22/2014,10/15/2013
Walter,Howell,M,11/14/2003,7/22/2014,7/17/2014
George,Marshall,M,12/7/1999,7/22/2014,10/8/2013
Antonio,Berry,M,10/14/2005,7/22/2014,11/25/2013
Larry,Robinson,M,5/14/2003,7/22/2014,12/4/2013
Ryan,Brooks,M,3/30/2009,7/22/2014,4/16/2014
Patrick,Williams,M,6/9/2007,7/22/2014,8/8/2013
Carlos,Garrett,M,12/6/1998,7/22/2014,4/16/2014
Roy,Chapman,M,7/14/1998,7/22/2014,1/1/2014
George,Gardner,M,12/28/2004,7/22/2014,4/18/2014
Thomas,Cunningham,M,10/3/1997,7/22/2014,3/24/2014
Edward,Nguyen,M,10/6/2007,7/22/2014,4/17/2014
Mark,Bennett,M,7/5/1999,7/22/2014,12/15/2013
Fred,Williams,M,11/14/2003,7/22/2014,7/27/2013
Todd,Kennedy,M,5/1/1999,7/22/2014,12/9/2013
Christopher,Garrett,M,8/19/2000,7/22/2014,6/30/2014
Frank,Richardson,M,1/10/2007,7/22/2014,2/1/2014
Nicholas,King,M,7/29/2005,7/22/2014,10/1/2013
Randy,Sims,M,12/26/2001,7/22/2014,6/9/2014
Daniel,Morales,M,10/17/1996,7/22/2014,9/28/2013
Paul,King,M,6/24/1998,7/22/2014,9/5/2013
Ryan,Taylor,M,10/4/2003,7/22/2014,2/10/2014
Robert,Howell,M,9/2/2002,7/22/2014,6/10/2014
Lawrence,Nelson,M,7/14/2008,7/22/2014,4/18/2014
Louis,Frazier,M,6/12/1999,7/22/2014,5/29/2014
Roy,Butler,M,8/18/2000,7/22/2014,12/29/2013
Stephen,Reyes,M,7/6/2006,7/22/2014,8/20/2013
Larry,Rodriguez,M,5/28/2004,7/22/2014,9/20/2013
Jonathan,Price,M,4/30/2004,7/22/2014,11/15/2013
Fred,Diaz,M,3/1/2004,7/22/2014,12/29/2013
Jason,Gordon,M,4/26/1999,7/22/2014,3/18/2014
Howard,Cooper,M,8/6/2002,7/22/2014,7/8/2014
Paul,Bradley,M,12/20/1996,7/22/2014,10/25/2013
Carlos,Shaw,M,5/31/2002,7/22/2014,2/27/2014
Frank,Austin,M,7/17/1998,7/22/2014,8/6/2013
Sean,Tucker,M,8/23/1996,7/22/2014,3/31/2014
Harry,James,M,12/30/2002,7/22/2014,9/12/2013
Nicholas,Garza,M,1/10/2007,7/22/2014,4/30/2014
Steven,Fuller,M,4/2/2002,7/22/2014,5/29/2014
Larry,King,M,6/2/1998,7/22/2014,6/23/2014
Nicholas,Hart,M,12/22/2008,7/22/2014,6/6/2014
Raymond,Owens,M,11/29/2005,7/22/2014,3/20/2014
Donald,Harper,M,6/10/2004,7/22/2014,8/21/2013
David,Vasquez,M,4/8/2001,7/22/2014,6/9/2014
Patrick,Jordan,M,3/7/2000,7/22/2014,9/12/2013
Wayne,Baker,M,4/20/1997,7/22/2014,5/28/2014
Raymond,Jackson,M,10/2/2006,7/22/2014,10/9/2013
Raymond,Reynolds,M,3/26/1997,7/22/2014,11/10/2013
James,Hart,M,6/28/1996,7/22/2014,2/24/2014
Johnny,Barnes,M,8/26/1998,7/22/2014,12/3/2013
Arthur,Stevens,M,2/11/1999,7/22/2014,9/25/2013
Gary,Tucker,M,2/29/2008,7/22/2014,9/13/2013
Frank,Boyd,M,5/9/2001,7/22/2014,4/26/2014
Nicholas,Rogers,M,11/10/2005,7/22/2014,1/26/2014
Russell,Ellis,M,7/15/2001,7/22/2014,11/18/2013
Robert,Bailey,M,11/16/2002,7/22/2014,12/24/2013
Richard,Wilson,M,10/10/2002,7/22/2014,4/30/2014
Carl,Burns,M,3/18/2005,7/22/2014,11/29/2013
Patrick,Harper,M,4/26/2006,7/22/2014,5/4/2014
